TrainName,Size1,Size2,SizeDif
west528,1,3,-2
west529,3,3,0
west530,3,3,0
west531,1,2,-1
west532,1,1,0
west533,3,1,2
west534,2,2,0
west535,1,3,-2
west536,2,3,-1
west537,1,2,-1
west538,2,3,-1
west539,1,2,-1
west540,1,2,-1
west541,2,2,0
west542,3,1,2
west543,2,3,-1
west544,1,2,-1
west545,1,2,-1
west546,2,3,-1
west547,3,1,2
west548,1,3,-2
west549,3,3,0
west550,2,2,0
west551,1,1,0
west552,2,2,0
west553,1,3,-2
west554,1,1,0
west555,3,1,2
west556,2,2,0
west557,3,1,2
west558,1,2,-1
west559,3,3,0
west560,1,2,-1
west561,2,2,0
west562,3,3,0
west563,3,1,2
west564,1,1,0
west565,3,3,0
west566,3,3,0
west567,1,2,-1
west568,2,3,-1
west569,1,1,0
west570,3,3,0
west571,3,3,0
west572,3,3,0
west573,2,3,-1
west574,3,3,0
west575,3,3,0
west576,3,1,2
west577,1,2,-1
west578,3,1,2
west579,2,2,0
west580,2,2,0
west581,3,3,0
west582,3,1,2
west583,1,2,-1
west584,1,3,-2
west585,3,3,0
west586,1,1,0
west587,2,2,0
west588,1,3,-2
west589,3,3,0
west590,1,2,-1
west591,2,3,-1
west592,2,3,-1
west593,1,3,-2
west594,3,1,2
west595,1,2,-1
west596,1,1,0
west597,2,2,0
west598,3,1,2
west599,1,2,-1
west600,3,3,0
west601,2,3,-1
west602,1,2,-1
west603,2,3,-1
west604,3,3,0
west605,2,2,0
west606,3,3,0
west607,1,3,-2
west608,1,2,-1
west609,1,2,-1
west610,3,1,2
west611,3,1,2
west612,2,3,-1
west613,1,1,0
west614,3,1,2
west615,3,1,2
west616,2,3,-1
west617,1,3,-2
west618,2,2,0
west619,1,3,-2
west620,3,1,2
west621,1,1,0
west622,3,3,0
west623,2,3,-1
west624,1,2,-1
west625,3,3,0
west626,3,3,0
west627,3,1,2
west628,1,2,-1
west629,1,3,-2
west630,3,3,0
west631,2,3,-1
west632,3,1,2
west633,1,2,-1
west634,1,3,-2
west635,2,2,0
west636,1,3,-2
west637,3,1,2
west638,2,2,0
west639,1,2,-1
west640,1,2,-1
west641,3,3,0
west642,3,3,0
west643,2,3,-1
west644,2,3,-1
west645,2,2,0
west646,1,3,-2
west647,2,3,-1
west648,1,3,-2
west649,3,3,0
west650,3,1,2
west651,1,2,-1
west652,1,1,0
west653,2,2,0
west654,1,1,0
west655,1,3,-2
west656,2,2,0
west657,2,2,0
west658,2,3,-1
west659,3,3,0
west660,1,2,-1
west661,2,3,-1
west662,3,3,0
west663,2,3,-1
west664,2,3,-1
west665,2,3,-1
west666,2,2,0
west667,2,2,0
west668,1,2,-1
west669,2,3,-1
west670,2,2,0
west671,2,3,-1
west672,1,1,0
west673,1,2,-1
west674,1,3,-2
west675,1,3,-2
west676,1,2,-1
west677,2,3,-1
west678,1,2,-1
west679,1,2,-1
west680,1,2,-1
west681,2,3,-1
west682,3,3,0
west683,3,3,0
west684,2,2,0
west685,1,1,0
west686,1,1,0
west687,3,3,0
west688,3,3,0
west689,1,2,-1
west690,1,2,-1
west691,2,2,0
west692,1,2,-1
west693,3,1,2
west694,2,2,0
west695,3,3,0
west696,2,2,0
west697,2,2,0
west698,1,2,-1
west699,3,1,2
west700,3,3,0
west701,1,3,-2
west702,1,3,-2
west703,1,3,-2
west704,2,3,-1
west705,2,2,0
west706,2,3,-1
west707,2,3,-1
west708,2,3,-1
west709,2,3,-1
west710,3,3,0
west711,1,3,-2
west712,1,1,0
west713,1,3,-2
west714,1,3,-2
west715,1,1,0
west716,1,1,0
west717,1,3,-2
west718,1,2,-1
west719,2,2,0
west720,3,3,0
west721,2,3,-1
west722,1,2,-1
west723,1,3,-2
west724,1,1,0
west725,3,1,2
west726,3,1,2
west727,1,3,-2
west728,1,3,-2
west729,2,2,0
west730,2,2,0
west731,1,2,-1
west732,2,2,0
west733,3,1,2
west734,1,1,0
west735,1,3,-2
west736,1,1,0
west737,1,3,-2
west738,2,3,-1
west739,2,3,-1
west740,3,1,2
west741,1,1,0
west742,2,3,-1
west743,3,3,0
west744,1,1,0
west745,2,3,-1
west746,2,3,-1
west747,1,2,-1
west748,2,2,0
west749,1,1,0
west750,2,3,-1
west751,1,2,-1
west752,3,1,2
west753,2,2,0
west754,3,1,2
west755,2,2,0
west756,1,3,-2
west757,2,3,-1
west758,2,3,-1
west759,3,1,2
west760,3,1,2
west761,1,3,-2
west762,2,2,0
west763,3,1,2
west764,2,2,0
west765,3,3,0
west766,3,1,2
west767,3,3,0
west768,3,1,2
west769,1,1,0
west770,3,3,0
west771,1,1,0
west772,1,2,-1
west773,2,3,-1
west774,2,3,-1
west775,3,3,0
west776,1,3,-2
west777,3,1,2
west778,3,3,0
west779,3,1,2
west780,2,3,-1
west781,3,1,2
west782,2,2,0
west783,3,3,0
west784,1,2,-1
west785,3,1,2
west786,2,2,0
west787,3,1,2
west788,2,2,0
west789,1,1,0
west790,2,3,-1
west791,1,1,0
west792,1,2,-1
west793,1,3,-2
west794,3,1,2
west795,2,2,0
west796,3,3,0
west797,2,3,-1
west798,2,3,-1
west799,2,2,0
west800,1,2,-1
west801,2,3,-1
west802,1,2,-1
west803,2,2,0
west804,3,1,2
west805,3,1,2
west806,1,2,-1
west807,3,3,0
west808,3,1,2
west809,1,2,-1
west810,3,3,0
west811,2,2,0
west812,1,3,-2
west813,3,3,0
west814,1,1,0
west815,3,3,0
west816,3,3,0
west817,2,2,0
west818,2,3,-1
west819,3,3,0
west820,1,2,-1
west821,1,2,-1
west822,1,2,-1
west823,3,3,0
west824,1,3,-2
west825,1,1,0
west826,1,1,0
west827,3,3,0
west828,1,3,-2
west829,3,3,0
west830,2,2,0
west831,2,3,-1
west832,1,2,-1
west833,3,3,0
west834,1,2,-1
west835,1,3,-2
west836,1,3,-2
west837,3,1,2
west838,1,3,-2
west839,3,1,2
west840,3,1,2
west841,1,2,-1
west842,1,1,0
west843,1,3,-2
west844,3,1,2
west845,1,3,-2
west846,1,2,-1
west847,1,2,-1
west848,1,2,-1
west849,3,3,0
west850,1,3,-2
west851,1,2,-1
west852,2,2,0
west853,2,2,0
west854,1,2,-1
west855,1,3,-2
west856,1,1,0
west857,1,3,-2
west858,3,1,2
west859,3,1,2
west860,3,1,2
west861,1,3,-2
west862,1,3,-2
west863,1,1,0
west864,2,2,0
west865,1,2,-1
west866,1,2,-1
west867,2,3,-1
west868,2,2,0
west869,1,3,-2
west870,3,3,0
west871,2,3,-1
west872,1,1,0
west873,1,3,-2
west874,1,2,-1
west875,3,1,2
west876,1,2,-1
west877,2,3,-1
west878,3,1,2
west879,3,3,0
west880,2,3,-1
west881,1,1,0
west882,1,3,-2
west883,3,1,2
west884,1,1,0
west885,1,2,-1
west886,1,3,-2
west887,2,3,-1
west888,1,2,-1
west889,2,2,0
west890,2,2,0
west891,2,3,-1
west892,2,3,-1
west893,1,1,0
west894,1,1,0
west895,1,1,0
west896,2,3,-1
west897,1,1,0
west898,1,1,0
west899,3,1,2
west900,3,3,0
west901,1,1,0
west902,1,1,0
west903,3,3,0
west904,1,1,0
west905,1,2,-1
west906,1,1,0
west907,2,3,-1
west908,2,2,0
west909,3,3,0
west910,1,2,-1
west911,2,2,0
west912,1,1,0
west913,1,3,-2
west914,3,3,0
west915,1,3,-2
west916,3,1,2
west917,1,3,-2
west918,1,1,0
west919,1,2,-1
west920,2,2,0
west921,3,3,0
west922,2,2,0
west923,3,1,2
west924,2,2,0
west925,3,3,0
west926,1,1,0
west927,1,3,-2
west928,3,1,2
west929,3,3,0
west930,3,1,2
west931,3,3,0
west932,3,3,0
west933,1,1,0
west934,1,1,0
west935,1,2,-1
west936,1,3,-2
west937,1,2,-1
west938,1,3,-2
west939,3,1,2
west940,3,1,2
west941,2,3,-1
west942,2,2,0
west943,1,2,-1
west944,1,3,-2
west945,3,3,0
west946,1,2,-1
west947,1,1,0
west948,2,3,-1
west949,1,2,-1
west950,2,2,0
west951,3,1,2
west952,1,1,0
west953,1,1,0
west954,3,1,2
west955,1,3,-2
west956,3,1,2
west957,2,3,-1
west958,3,1,2
west959,3,3,0
west960,3,3,0
west961,1,2,-1
west962,2,2,0
west963,2,3,-1
west964,1,2,-1
west965,3,1,2
west966,3,1,2
west967,3,3,0
west968,1,2,-1
west969,1,2,-1
west970,2,3,-1
west971,1,2,-1
west972,1,2,-1
west973,1,2,-1
west974,1,2,-1
west975,1,1,0
west976,2,2,0
west977,2,3,-1
west978,3,3,0
west979,3,3,0
west980,2,2,0
west981,2,2,0
west982,3,1,2
west983,3,3,0
west984,1,2,-1
west985,3,1,2
west986,3,1,2
west987,3,3,0
west988,1,1,0
west989,2,3,-1
west990,1,3,-2
west991,3,1,2
west992,2,2,0
west993,3,1,2
west994,1,2,-1
west995,2,3,-1
west996,3,1,2
west997,1,3,-2
west998,2,2,0
west999,1,2,-1
west1000,2,2,0

